기준일,메이저금속지수
2016-03-30,1127.639418
2016-03-31,1122.630297
2016-04-01,1114.641188
2016-04-04,1131.732423
2016-04-05,1126.915264
2016-04-06,1116.189667
2016-04-07,1112.128473
2016-04-08,1108.756918
2016-04-11,1101.760962
2016-04-12,1116.419732
2016-04-13,1141.253436
2016-04-14,1167.592316
2016-04-15,1163.810555
2016-04-18,1152.632085
2016-04-19,1166.303027
2016-04-20,1185.455086
2016-04-21,1213.926331
2016-04-22,1256.414202
2016-04-25,1233.596841
2016-04-26,1231.020702
2016-04-27,1206.784156
2016-04-28,1202.301984
2016-04-29,1210.191516
2016-05-03,1248.603118
2016-05-04,1218.599781
2016-05-05,1191.475423
2016-05-06,1183.804804
2016-05-09,1169.682982
2016-05-10,1137.671734
2016-05-11,1133.687237
2016-05-12,1145.633345
2016-05-13,1138.959462
2016-05-16,1122.944738
2016-05-17,1119.440714
2016-05-18,1128.887956
2016-05-19,1130.025634
2016-05-20,1112.214621
2016-05-23,1127.113959
2016-05-24,1091.575485
2016-05-25,1101.801886
2016-05-26,1093.241721
2016-05-27,1099.005444
2016-05-31,1112.014355
2016-06-01,1105.453731
2016-06-02,1085.565568
2016-06-03,1093.089545
2016-06-06,1108.353087
2016-06-07,1118.402088
2016-06-08,1117.217541
2016-06-09,1131.193502
2016-06-10,1129.447554
2016-06-13,1124.795975
2016-06-14,1124.103684
2016-06-15,1113.319119
2016-06-16,1127.405153
2016-06-17,1111.829346
2016-06-20,1118.142485
2016-06-21,1124.578251
2016-06-22,1126.258593
2016-06-23,1144.467111
2016-06-24,1146.360222
2016-06-27,1123.690444
2016-06-28,1143.233465
2016-06-29,1153.683203
2016-06-30,1159.832399
2016-07-01,1181.374655
2016-07-04,1176.450743
2016-07-05,1207.423471
2016-07-06,1190.335643
2016-07-07,1174.194852
2016-07-08,1178.32192
2016-07-11,1177.703279
2016-07-12,1188.97995
2016-07-13,1216.751757
2016-07-14,1228.317455
2016-07-15,1226.342299
2016-07-18,1232.144691
2016-07-19,1206.239763
2016-07-20,1210.800529
2016-07-21,1198.002814
2016-07-22,1210.375462
2016-07-25,1204.527815
2016-07-26,1205.770902
2016-07-27,1203.663093
2016-07-28,1204.847812
2016-07-29,1218.285222
2016-08-01,1214.012081
2016-08-02,1244.901788
2016-08-03,1239.86617
2016-08-04,1230.328666
2016-08-05,1211.832892
2016-08-08,1223.205517
2016-08-09,1232.506563
2016-08-10,1226.920494
2016-08-11,1237.764496
2016-08-12,1219.866114
2016-08-15,1218.092983
2016-08-16,1218.802275
2016-08-17,1240.77943
2016-08-18,1232.84688
2016-08-19,1239.890962
2016-08-22,1229.677616
2016-08-23,1226.223063
2016-08-24,1229.796352
2016-08-25,1226.254269
2016-08-26,1212.701961
2016-08-30,1203.364258
2016-08-31,1202.709522
2016-09-01,1195.5839
2016-09-02,1195.776164
2016-09-05,1201.416746
2016-09-06,1198.605916
2016-09-07,1199.697238
2016-09-08,1198.624295
2016-09-09,1190.456328
2016-09-12,1189.450911
2016-09-13,1176.24953
2016-09-14,1176.542002
2016-09-15,1176.141588
2016-09-16,1181.610495
2016-09-19,1179.689625
2016-09-20,1180.476546
2016-09-21,1186.730121
2016-09-22,1189.800335
2016-09-23,1208.363953
2016-09-26,1214.098293
2016-09-27,1206.955773
2016-09-28,1217.548255
2016-09-29,1218.842668
2016-09-30,1224.342454
2016-10-03,1225.293737
2016-10-04,1218.359488
2016-10-05,1222.902068
2016-10-06,1216.216021
2016-10-07,1214.018222
2016-10-10,1217.803632
2016-10-11,1226.774806
2016-10-12,1230.26771
2016-10-13,1229.768775
2016-10-14,1219.312901
2016-10-17,1216.807338
2016-10-18,1215.651029
2016-10-19,1220.254339
2016-10-20,1208.07545
2016-10-21,1209.325244
2016-10-24,1207.745772
2016-10-25,1213.010395
2016-10-26,1245.662022
2016-10-27,1253.752609
2016-10-28,1261.021248
2016-10-31,1271.320663
2016-11-01,1284.583405
2016-11-02,1293.194843
2016-11-03,1287.604783
2016-11-04,1297.240655
2016-11-07,1295.40823
2016-11-08,1319.670312
2016-11-09,1323.514242
2016-11-10,1369.108303
2016-11-11,1418.116457
2016-11-14,1466.308691
2016-11-15,1430.096363
2016-11-16,1386.119293
2016-11-17,1385.76878
2016-11-18,1379.671816
2016-11-21,1382.513291
2016-11-22,1382.562976
2016-11-23,1417.358788
2016-11-24,1421.735856
2016-11-25,1457.653762
2016-11-28,1469.173585
2016-11-29,1499.897045
2016-11-30,1457.568688
2016-12-01,1416.946864
2016-12-02,1455.926548
2016-12-05,1441.132147
2016-12-06,1462.567034
2016-12-07,1466.431729
2016-12-08,1489.792202
2016-12-09,1478.107514
2016-12-12,1476.484188
2016-12-13,1481.329678
2016-12-14,1487.953842
2016-12-15,1464.021625
2016-12-16,1466.134546
2016-12-19,1458.645476
2016-12-20,1438.688693
2016-12-21,1427.614672
2016-12-22,1426.410303
2016-12-23,1401.0368
2016-12-28,1415.822851
2016-12-29,1419.538443
2016-12-30,1412.164188
2017-01-03,1404.629781
2017-01-04,1405.629197
2017-01-05,1395.273518
2017-01-06,1419.050122
2017-01-09,1402.71846
2017-01-10,1411.471672
2017-01-11,1444.216403
2017-01-12,1451.230581
2017-01-13,1463.531499
2017-01-16,1467.758563
2017-01-17,1497.897768
2017-01-18,1475.634354
2017-01-19,1475.880783
2017-01-20,1477.537278
2017-01-23,1471.267176
2017-01-24,1489.376996
2017-01-25,1506.606531
2017-01-26,1498.172761
2017-01-27,1502.230521
2017-01-30,1492.178444
2017-01-31,1487.716236
2017-02-01,1503.648264
2017-02-02,1504.721984
2017-02-03,1504.249227
2017-02-06,1491.253826
2017-02-07,1478.974404
2017-02-08,1492.725141
2017-02-09,1505.281909
2017-02-10,1512.516129
2017-02-13,1530.385639
2017-02-14,1583.218079
2017-02-15,1588.13016
2017-02-16,1565.256255
2017-02-17,1559.009917
2017-02-20,1551.742657
2017-02-21,1570.416501
2017-02-22,1584.888936
2017-02-23,1573.518304
2017-02-24,1561.253197
2017-02-27,1546.471387
2017-02-28,1567.455071
2017-03-01,1565.659645
2017-03-02,1581.148425
2017-03-03,1579.042587
2017-03-06,1561.294159
2017-03-07,1537.945624
2017-03-08,1531.787484
2017-03-09,1520.946685
2017-03-10,1496.480634
2017-03-13,1510.752303
2017-03-14,1526.911959
2017-03-15,1511.227226
2017-03-16,1537.00363
2017-03-17,1561.979895
2017-03-20,1559.941529
2017-03-21,1558.071061
2017-03-22,1534.577559
2017-03-23,1516.022429
2017-03-24,1530.151648
2017-03-27,1523.253048
2017-03-28,1499.639321
2017-03-29,1504.011789
2017-03-30,1516.287281
2017-03-31,1522.349739
2017-04-03,1509.634995
2017-04-04,1501.527651
2017-04-05,1490.106487
2017-04-06,1518.105279
2017-04-07,1520.864041
2017-04-10,1471.746286
2017-04-11,1466.411664
2017-04-12,1458.197967
2017-04-13,1417.942908
2017-04-14,1415.649548
2017-04-17,1415.649548
2017-04-18,1402.87699
2017-04-19,1385.309466
2017-04-20,1384.385405
2017-04-21,1398.28615
2017-04-24,1411.605913
2017-04-25,1402.344858
2017-04-26,1405.569425
2017-04-27,1414.994473
2017-04-28,1415.573776
2017-05-01,1418.72544
2017-05-02,1418.72544
2017-05-03,1417.711315
2017-05-04,1417.098186
2017-05-05,1385.399227
2017-05-08,1365.269867
2017-05-09,1346.743359
2017-05-10,1355.176667
2017-05-11,1353.923539
2017-05-12,1363.205854
2017-05-15,1360.580101
2017-05-16,1363.58783
2017-05-17,1361.720964
2017-05-18,1373.231646
2017-05-19,1353.216216
2017-05-22,1379.568006
2017-05-23,1393.610179
2017-05-24,1381.681267
2017-05-25,1373.6623
2017-05-26,1372.391848
2017-05-29,1359.681705
2017-05-30,1363.214202
2017-05-31,1358.652962
2017-06-01,1340.968482
2017-06-02,1337.698434
2017-06-05,1338.376696
2017-06-06,1328.821713
2017-06-07,1322.574508
2017-06-08,1320.921054
2017-06-09,1325.476249
2017-06-12,1333.541755
2017-06-13,1329.482045
2017-06-14,1306.347841
2017-06-15,1319.464783
2017-06-16,1286.712534
2017-06-19,1327.71307
2017-06-20,1335.173868
2017-06-21,1342.162561
2017-06-22,1338.378734
2017-06-23,1350.106108
2017-06-26,1356.625607
2017-06-27,1354.778976
2017-06-28,1375.789738
2017-06-29,1399.794567
2017-06-30,1425.051671
2017-07-03,1415.195591
2017-07-04,1428.321917
2017-07-05,1414.089096
2017-07-06,1412.003964
2017-07-07,1410.454152
2017-07-10,1410.78084
2017-07-11,1412.966872
2017-07-12,1415.43931
2017-07-13,1420.220091
2017-07-14,1436.248742
2017-07-17,1429.314801
2017-07-18,1446.78759
2017-07-19,1447.557083
2017-07-20,1458.660505
2017-07-21,1441.853228
2017-07-24,1444.743687
2017-07-25,1446.985123
2017-07-26,1473.214263
2017-07-27,1487.548109
2017-07-28,1497.42226
2017-07-31,1479.258965
2017-08-01,1513.319119
2017-08-02,1503.015051
2017-08-03,1501.585696
2017-08-04,1504.861199
2017-08-07,1513.639612
2017-08-08,1530.455662
2017-08-09,1544.323923
2017-08-10,1566.631494
2017-08-11,1569.694627
2017-08-14,1557.017993
2017-08-15,1551.682049
2017-08-16,1557.729116
2017-08-17,1567.186342
2017-08-18,1592.240204
2017-08-21,1603.601979
2017-08-22,1617.115891
2017-08-23,1625.844555
2017-08-24,1612.297807
2017-08-25,1613.552143
2017-08-28,1628.114159
2017-08-29,1622.439949
2017-08-30,1625.547799
2017-08-31,1614.336302
2017-09-01,1642.538688
2017-09-04,1644.880649
2017-09-05,1645.014988
2017-09-06,1646.322615
2017-09-07,1626.154394
2017-09-08,1620.803184
2017-09-11,1605.988899
2017-09-12,1607.914409
2017-09-13,1600.531796
2017-09-14,1597.904801
2017-09-15,1570.280655
2017-09-18,1566.985567
2017-09-19,1572.91341
2017-09-20,1567.724386
2017-09-21,1593.598786
2017-09-22,1560.179025
2017-09-25,1541.834095
2017-09-26,1540.025378
2017-09-27,1547.738485
2017-09-28,1542.55092
2017-09-29,1529.046251
2017-10-02,1540.618239
2017-10-03,1529.054004
2017-10-04,1541.453883
2017-10-05,1559.146966
2017-10-06,1547.583258
2017-10-09,1558.692911
2017-10-10,1562.052793
2017-10-11,1555.140712
2017-10-12,1549.360868
2017-10-13,1561.262747
2017-10-16,1587.467808
2017-10-17,1606.461961
2017-10-18,1586.526509
2017-10-19,1582.500319
2017-10-20,1572.356529
2017-10-23,1597.987148
2017-10-24,1581.795737
2017-10-25,1600.084448
2017-10-26,1591.530001
2017-10-27,1594.264963
2017-10-30,1555.699548
2017-10-31,1555.077565
2017-11-01,1556.177204
2017-11-02,1586.981794
2017-11-03,1576.286233
2017-11-06,1583.223398
2017-11-07,1603.741078
2017-11-08,1591.27683
2017-11-09,1578.159307
2017-11-10,1568.440325
2017-11-13,1578.464916
2017-11-14,1572.346599
2017-11-15,1576.443019
2017-11-16,1552.394746
2017-11-17,1559.814227
2017-11-20,1555.459021
2017-11-21,1561.100659
2017-11-22,1562.113539
2017-11-23,1587.697411
2017-11-24,1601.644139
2017-11-27,1616.296415
2017-11-28,1602.736011
2017-11-29,1593.75196
2017-11-30,1581.04998
2017-12-01,1580.375362
2017-12-04,1591.721014
2017-12-05,1616.145932
2017-12-06,1598.688916
2017-12-07,1578.004841
2017-12-08,1539.514584
2017-12-11,1556.080197
2017-12-12,1556.433826
2017-12-13,1580.794814
2017-12-14,1581.300182
2017-12-15,1582.416087
2017-12-18,1598.087324
2017-12-19,1628.369522
2017-12-20,1629.486692
2017-12-21,1639.129818
2017-12-22,1644.683039
2017-12-26,1671.138717
2017-12-27,1671.138717
2017-12-28,1692.269639
2017-12-29,1694.135157
2018-01-02,1690.651137
2018-01-03,1704.027976
2018-01-04,1706.410977
2018-01-05,1713.170401
2018-01-08,1710.685314
2018-01-09,1706.643457
2018-01-10,1702.903156
2018-01-11,1714.951564
2018-01-12,1721.002528
2018-01-15,1717.17058
2018-01-16,1726.031238
2018-01-17,1692.006412
2018-01-18,1691.649598
2018-01-19,1702.711976
2018-01-22,1725.413394
2018-01-23,1718.503774
2018-01-24,1705.21336
2018-01-25,1699.359785
2018-01-26,1723.583433
2018-01-29,1721.459791
2018-01-30,1729.815993
2018-01-31,1713.311629
2018-02-01,1715.119225
2018-02-02,1710.702803
2018-02-05,1725.369944
2018-02-06,1721.275728
2018-02-07,1716.770633
2018-02-08,1717.857864
2018-02-09,1694.439681
2018-02-12,1680.853721
2018-02-13,1674.1887
2018-02-14,1690.885469
2018-02-15,1710.648574
2018-02-16,1734.112862
2018-02-19,1745.594438
2018-02-20,1752.072853
2018-02-21,1739.657121
2018-02-22,1725.958082
2018-02-23,1724.357692
2018-02-26,1737.46384
2018-02-27,1742.990722
2018-02-28,1730.127394
2018-03-01,1714.491251
2018-03-02,1698.626157
2018-03-05,1700.131836
2018-03-06,1679.23367
2018-03-07,1686.183016
2018-03-08,1669.158598
2018-03-09,1642.050785
2018-03-12,1622.528578
2018-03-13,1633.140822
2018-03-14,1634.915004
2018-03-15,1659.902888
2018-03-16,1639.651493
2018-03-19,1635.622191
2018-03-20,1608.417482
2018-03-21,1605.2103
2018-03-22,1595.552217
2018-03-23,1601.056491
2018-03-26,1575.59311
2018-03-27,1558.231445
2018-03-28,1580.499586
2018-03-29,1559.434662
2018-03-30,1566.67986
2018-04-02,1566.67986
2018-04-03,1581.452862
2018-04-04,1578.572909
2018-04-05,1554.416968
2018-04-06,1564.680291
2018-04-09,1556.838887
2018-04-10,1598.111062
2018-04-11,1630.529391
2018-04-12,1646.760222
2018-04-13,1618.165921
2018-04-16,1650.149741
2018-04-17,1651.038447
2018-04-18,1654.485783
2018-04-19,1715.53467
2018-04-20,1748.964829
2018-04-23,1709.520392
2018-04-24,1703.394532
2018-04-25,1665.518115
2018-04-26,1657.325677
2018-04-27,1637.706476
2018-04-30,1640.732797
2018-05-01,1633.645931
2018-05-02,1636.591601
2018-05-03,1647.843734
2018-05-04,1663.884519
2018-05-08,1652.149014
2018-05-09,1664.870695
2018-05-10,1648.559085
2018-05-11,1662.641716
2018-05-14,1658.748939
2018-05-15,1669.969449
2018-05-16,1667.181301
2018-05-17,1666.971729
2018-05-18,1664.70047
2018-05-21,1663.95885
2018-05-22,1654.971065
2018-05-23,1655.288208
2018-05-24,1635.190929
2018-05-25,1656.98469
2018-05-28,1652.786415
2018-05-29,1652.49938
2018-05-30,1646.83445
2018-05-31,1657.298486
2018-06-01,1663.297855
2018-06-04,1662.705268
2018-06-05,1678.897854
2018-06-06,1692.403752
2018-06-07,1709.391137
2018-06-08,1723.681869
2018-06-11,1707.494973
2018-06-12,1709.488713
2018-06-13,1711.622107
2018-06-14,1703.112473
2018-06-15,1711.41235
2018-06-18,1696.526086
2018-06-19,1676.52416
2018-06-20,1639.221752
2018-06-21,1636.243609
2018-06-22,1628.116135
2018-06-25,1632.098165
2018-06-26,1630.71269
2018-06-27,1621.949052
2018-06-28,1623.043864
2018-06-29,1612.572086
2018-07-02,1620.058696
2018-07-03,1602.592242
2018-07-04,1603.631528
2018-07-05,1574.813069
2018-07-06,1565.394743
2018-07-09,1552.161814
2018-07-10,1564.010246
2018-07-11,1555.025144
2018-07-12,1530.639438
2018-07-13,1528.312538
2018-07-16,1527.976699
2018-07-17,1530.572561
2018-07-18,1522.619404
2018-07-19,1506.362496
2018-07-20,1501.886871
2018-07-23,1516.023236
2018-07-24,1537.924288
2018-07-25,1528.151932
2018-07-26,1532.897136
2018-07-27,1533.038704
2018-07-30,1538.614643
2018-07-31,1532.711997
2018-08-01,1539.089339
2018-08-02,1528.307657
2018-08-03,1511.842856
2018-08-06,1518.073006
2018-08-07,1499.50668
2018-08-08,1522.265184
2018-08-09,1521.82504
2018-08-10,1554.846274
2018-08-13,1530.208956
2018-08-14,1521.58871
2018-08-15,1513.161479
2018-08-16,1473.225266
2018-08-17,1477.240218
2018-08-20,1468.521403
2018-08-21,1493.543033
2018-08-22,1504.0051
2018-08-23,1496.191313
2018-08-24,1484.0879
2018-08-27,1506.678153
2018-08-28,1510.299888
2018-08-29,1525.963823
2018-08-30,1527.485426
2018-08-31,1521.843874
2018-09-03,1514.03129
2018-09-04,1502.553317
2018-09-05,1482.268123
2018-09-06,1485.00371
2018-09-07,1495.970691
2018-09-10,1487.26165
2018-09-11,1475.572999
2018-09-12,1475.106127
2018-09-13,1468.426885
2018-09-14,1489.275546
2018-09-17,1484.831669
2018-09-18,1469.024774
2018-09-19,1488.834856
2018-09-20,1495.651547
2018-09-21,1503.430833
2018-09-24,1518.46167
2018-09-25,1533.651497
2018-09-26,1525.997424
2018-09-27,1531.547374
2018-09-28,1519.383671
2018-10-01,1514.107479
2018-10-02,1525.523285
2018-10-03,1543.570748
2018-10-04,1560.507528
2018-10-05,1584.91028
2018-10-08,1546.301086
2018-10-09,1532.870169
2018-10-10,1535.68418
2018-10-11,1540.334998
2018-10-12,1524.532182
2018-10-15,1554.704593
2018-10-16,1551.020939
2018-10-17,1539.555684
2018-10-18,1546.306605
2018-10-19,1535.850233
2018-10-22,1542.299194
2018-10-23,1549.807784
2018-10-24,1540.348604
2018-10-25,1545.586405
2018-10-26,1545.139704
2018-10-29,1535.324217
2018-10-30,1545.899691
2018-10-31,1525.53312
2018-11-01,1509.460304
2018-11-02,1514.302901
2018-11-05,1534.259034
2018-11-06,1528.302112
2018-11-07,1523.56781
2018-11-08,1518.207301
2018-11-09,1525.506033
2018-11-12,1524.214149
2018-11-13,1508.062576
2018-11-14,1510.474728
2018-11-15,1508.277544
2018-11-16,1515.292161
2018-11-19,1515.4938
2018-11-20,1529.633872
2018-11-21,1524.533021
2018-11-22,1521.486801
2018-11-23,1513.63972
2018-11-26,1492.660877
2018-11-27,1466.24316
2018-11-28,1462.516938
2018-11-29,1467.000717
2018-11-30,1482.727034
2018-12-03,1484.642893
2018-12-04,1505.39479
2018-12-05,1511.722044
2018-12-06,1497.373208
2018-12-07,1481.92109
2018-12-10,1491.143055
2018-12-11,1481.435419
2018-12-12,1483.782776
2018-12-13,1480.498587
2018-12-14,1487.715272
2018-12-17,1482.922808
2018-12-18,1489.596476
2018-12-19,1482.712132
2018-12-20,1475.727501
2018-12-21,1491.719684
2018-12-24,1497.002204
2018-12-25,1477.532662
2018-12-26,1477.532662
2018-12-27,1477.532662
2018-12-28,1482.551919
2018-12-31,1482.395102
2019-01-01,1472.56475
2019-01-02,1472.56475
2019-01-03,1455.499336
2019-01-04,1446.451043
2019-01-07,1467.239715
2019-01-08,1470.048736
2019-01-09,1470.702716
2019-01-10,1476.549782
2019-01-11,1468.128253
2019-01-14,1464.500721
2019-01-15,1451.85951
2019-01-16,1461.490536
2019-01-17,1474.311707
2019-01-18,1467.899931
2019-01-21,1496.08729
2019-01-22,1491.612482
2019-01-23,1492.786859
2019-01-24,1494.232126
2019-01-25,1486.928967
2019-01-28,1497.481242
2019-01-29,1521.454214
2019-01-30,1520.104062
2019-01-31,1545.298453
2019-02-01,1541.321172
2019-02-04,1569.956305
2019-02-05,1564.758987
2019-02-06,1586.309699
2019-02-07,1583.73805
2019-02-08,1577.886521
2019-02-11,1574.777179
2019-02-12,1579.491976
2019-02-13,1562.730897
2019-02-14,1557.931115
2019-02-15,1566.948636
2019-02-18,1567.803065
2019-02-19,1571.783609
2019-02-20,1576.892826
2019-02-21,1584.671172
2019-02-22,1590.998181
2019-02-25,1609.505888
2019-02-26,1608.134629
2019-02-27,1593.544212
2019-02-28,1608.666494
2019-03-01,1612.586407
2019-03-04,1617.465667
2019-03-05,1609.304336
2019-03-06,1619.506745
2019-03-07,1612.190481
2019-03-08,1605.627414
2019-03-11,1590.975252
2019-03-12,1585.325535
2019-03-13,1605.767414
2019-03-14,1614.471469
2019-03-15,1613.624149
2019-03-18,1603.857297
2019-03-19,1616.740386
2019-03-20,1622.379235
2019-03-21,1616.974412
2019-03-22,1614.545074
2019-03-25,1599.665935
2019-03-26,1589.746555
2019-03-27,1590.62738
2019-03-28,1624.880777
2019-03-29,1606.595884
2019-04-01,1627.243615
2019-04-02,1633.740306
2019-04-03,1617.703006
2019-04-04,1638.024614
2019-04-05,1636.22086
2019-04-08,1630.551022
2019-04-09,1638.386303
2019-04-10,1638.576019
2019-04-11,1632.968142
2019-04-12,1634.236407
2019-04-15,1636.081574
2019-04-16,1633.939754
2019-04-17,1628.072225
2019-04-18,1626.084162
2019-04-19,1614.818554
2019-04-22,1614.818554
2019-04-23,1618.969568
2019-04-24,1622.270974
2019-04-25,1618.667961
2019-04-26,1610.191921
2019-04-29,1610.670072
2019-04-30,1607.631931
2019-05-01,1613.464199
2019-05-02,1594.210797
2019-05-03,1582.178394
2019-05-06,1579.088895
2019-05-07,1579.088895
2019-05-08,1577.295484
2019-05-09,1564.294697
2019-05-10,1561.607237
2019-05-13,1563.375794
2019-05-14,1553.744642
2019-05-15,1552.167504
2019-05-16,1564.858592
2019-05-17,1593.465733
2019-05-20,1585.659058
2019-05-21,1573.783683
2019-05-22,1573.540365
2019-05-23,1570.921792
2019-05-24,1561.305383
2019-05-27,1576.268299
2019-05-28,1585.737413
2019-05-29,1586.234135
2019-05-30,1572.940724
2019-05-31,1562.017039
2019-06-03,1550.333791
2019-06-04,1548.250426
2019-06-05,1546.007799
2019-06-06,1553.175249
2019-06-07,1550.369654
2019-06-10,1537.234729
2019-06-11,1539.164297
2019-06-12,1565.02652
2019-06-13,1554.925196
2019-06-14,1551.877747
2019-06-17,1573.066028
2019-06-18,1561.444778
2019-06-19,1574.646451
2019-06-20,1590.1025
2019-06-21,1606.998417
2019-06-24,1605.123569
2019-06-25,1604.518182
2019-06-26,1623.00439
2019-06-27,1626.427459
2019-06-28,1612.650835
2019-07-01,1625.031175
2019-07-02,1624.460459
2019-07-03,1617.193294
2019-07-04,1615.82385
2019-07-05,1622.498224
2019-07-08,1611.336292
2019-07-09,1618.914024
2019-07-10,1610.922817
2019-07-11,1627.310887
2019-07-12,1634.094874
2019-07-15,1632.550785
2019-07-16,1641.8824
2019-07-17,1645.482072
2019-07-18,1645.263916
2019-07-19,1661.052804
2019-07-22,1670.004264
2019-07-23,1653.152341
2019-07-24,1648.620757
2019-07-25,1656.769187
2019-07-26,1640.808776
2019-07-29,1627.970896
2019-07-30,1635.761406
2019-07-31,1637.016145
2019-08-01,1630.66797
2019-08-02,1615.799113
2019-08-05,1602.771328
2019-08-06,1565.530336
2019-08-07,1573.467973
2019-08-08,1564.227935
2019-08-09,1540.670494
2019-08-12,1545.433118
2019-08-13,1545.502329
2019-08-14,1538.846653
2019-08-15,1546.203175
2019-08-16,1543.22265
2019-08-19,1530.984171
2019-08-20,1536.046362
2019-08-21,1529.641757
2019-08-22,1531.597983
2019-08-23,1524.600051
2019-08-26,1512.197003
2019-08-27,1512.197003
2019-08-28,1512.512075
2019-08-29,1506.356839
2019-08-30,1503.921835
2019-09-02,1504.967807
2019-09-03,1504.887672
2019-09-04,1499.404682
2019-09-05,1519.967856
2019-09-06,1561.796045
2019-09-09,1559.835943
2019-09-10,1558.452208
2019-09-11,1559.08794
2019-09-12,1570.85002
2019-09-13,1569.91762
2019-09-16,1570.335106
2019-09-17,1603.268791
2019-09-18,1580.923909
2019-09-19,1580.624694
2019-09-20,1575.993183
2019-09-23,1578.124871
2019-09-24,1561.46295
2019-09-25,1561.51802
2019-09-26,1553.136986
2019-09-27,1552.633854
2019-09-30,1543.801853
2019-10-01,1548.060082
2019-10-02,1541.099502
2019-10-03,1543.731552
2019-10-04,1545.939057
2019-10-07,1550.289493
2019-10-08,1556.747856
2019-10-09,1558.79259
2019-10-10,1558.679152
2019-10-11,1570.890523
2019-10-14,1576.976262
2019-10-15,1563.315284
2019-10-16,1563.893266
2019-10-17,1561.538374
2019-10-18,1569.61148
2019-10-21,1554.871655
2019-10-22,1557.918352
2019-10-23,1549.638923
2019-10-24,1551.80214
2019-10-25,1566.360928
2019-10-28,1566.223297
2019-10-29,1575.318726
2019-10-30,1579.741812
2019-10-31,1581.74786
2019-11-01,1572.240249
2019-11-04,1566.851698
2019-11-05,1576.174284
2019-11-06,1583.975551
2019-11-07,1582.246016
2019-11-08,1575.613339
2019-11-11,1576.062978
2019-11-12,1551.481746
2019-11-13,1532.723077
2019-11-14,1526.461492
2019-11-15,1520.934071
2019-11-18,1526.619796
2019-11-19,1528.360268
2019-11-20,1521.667491
2019-11-21,1529.609286
2019-11-22,1524.086417
2019-11-25,1528.617824
2019-11-26,1538.304658
2019-11-27,1530.764457
2019-11-28,1545.951738
2019-11-29,1534.75574
2019-12-02,1537.224166
2019-12-03,1537.571476
2019-12-04,1530.913168
2019-12-05,1524.753338
2019-12-06,1524.671971
2019-12-09,1524.76862
2019-12-10,1549.558573
2019-12-11,1549.749877
2019-12-12,1559.520057
2019-12-13,1562.548121
2019-12-16,1577.118668
2019-12-17,1570.218212
2019-12-18,1571.192731
2019-12-19,1565.1905
2019-12-20,1575.366331
2019-12-23,1572.592066
2019-12-24,1570.609773
2019-12-25,1573.956524
2019-12-26,1573.956524
2019-12-27,1572.654216
2019-12-30,1576.535086
2019-12-31,1577.750539
2020-01-01,1577.750539
2020-01-02,1577.987465
2020-01-03,1577.650427
2020-01-06,1564.944398
2020-01-07,1579.464754
2020-01-08,1584.414883
2020-01-09,1588.881187
2020-01-10,1585.952215
2020-01-13,1583.318875
2020-01-14,1587.739232
2020-01-15,1593.31853
2020-01-16,1601.224499
2020-01-17,1619.861364
2020-01-20,1616.212374
2020-01-21,1616.177984
2020-01-22,1608.159493
2020-01-23,1604.396449
2020-01-24,1576.848238
2020-01-27,1564.064428
2020-01-28,1534.954242
2020-01-29,1527.269564
2020-01-30,1519.424095
2020-01-31,1478.490407
2020-02-03,1474.727439
2020-02-04,1472.461394
2020-02-05,1470.506979
2020-02-06,1468.285183
2020-02-07,1470.979614
2020-02-10,1466.655247
2020-02-11,1457.940578
2020-02-12,1467.174214
2020-02-13,1493.325116
2020-02-14,1494.844752
2020-02-17,1495.895957
2020-02-18,1503.333711
2020-02-19,1494.071748
2020-02-20,1495.978686
2020-02-21,1500.803888
2020-02-24,1490.648325
2020-02-25,1480.303587
2020-02-26,1485.815896
2020-02-27,1464.964383
2020-02-28,1455.051284
2020-03-02,1444.501098
2020-03-03,1458.468425
2020-03-04,1480.167286
2020-03-05,1493.090869
2020-03-06,1495.576391
2020-03-09,1476.951825
2020-03-10,1440.797602
2020-03-11,1482.455114
2020-03-12,1460.936849
2020-03-13,1431.866027
2020-03-16,1465.316984
2020-03-17,1413.638711
2020-03-18,1407.444885
2020-03-19,1364.009348
2020-03-20,1346.576926
2020-03-23,1356.352403
2020-03-24,1295.40236
2020-03-25,1317.126605
2020-03-26,1314.027245
2020-03-27,1323.566176
2020-03-30,1325.324537
2020-03-31,1311.689454
2020-04-01,1316.720281
2020-04-02,1303.07928
2020-04-03,1305.914421
2020-04-06,1308.349007
2020-04-07,1298.626078
2020-04-08,1330.908426
2020-04-09,1315.832284
2020-04-10,1319.718563
2020-04-13,1319.718563
2020-04-14,1322.151679
2020-04-15,1348.635593
2020-04-16,1346.261637
2020-04-17,1349.252841
2020-04-20,1357.983681
2020-04-21,1355.902674
2020-04-22,1325.044115
2020-04-23,1335.827056
2020-04-24,1341.209672
2020-04-27,1339.531536
2020-04-28,1344.078012
2020-04-29,1341.103084
2020-04-30,1342.212391
2020-05-01,1348.857553
2020-05-04,1325.616969
2020-05-05,1323.779863
2020-05-06,1330.549782
2020-05-07,1344.881551
2020-05-08,1352.972677
2020-05-11,1365.808938
2020-05-12,1367.670582
2020-05-13,1376.047122
2020-05-14,1367.677498
2020-05-15,1358.524509
2020-05-18,1361.904002
2020-05-19,1385.616305
2020-05-20,1406.416938
2020-05-21,1403.511292
2020-05-22,1421.236733
2020-05-25,1394.999447
2020-05-26,1394.999447
