기준일,기준가격,광물종합지수,메이저금속지수,희유금속지수,에너지광물지수,Close,시장전망지표,수급안정화지수,수출 중량,수출 금액,수입 중량,수입 금액,무역수지
2022-03-08,81500.0,4212.58,3151.17,3979.61,6641.334525,1232.300048828125,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-09,82250.0,4095.18,3033.31,3979.61,6552.009017,1233.1099853515625,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-10,82400.0,4082.89,3012.38,3979.61,6586.169134,1223.22998046875,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-11,81900.0,3966.66,3005.8,3979.61,5944.694772,1228.5999755859375,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-14,81885.0,3966.84,2973.41,4273.45,5972.735807,1236.8900146484375,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-15,81885.0,3851.17,2914.89,4273.45,5618.825637,1242.050048828125,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-16,81880.0,3684.04,2812.45,4273.45,5199.715209,1241.6800537109375,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-17,81880.0,3591.36,2825.23,4273.45,4674.010716,1223.0,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-18,81880.0,3595.52,2865.86,4273.45,4537.432932,1210.3299560546875,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-21,81865.0,3632.14,2899.05,4359.04,4556.522528,1210.3699951171875,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-22,81860.0,3622.7,2950.13,4359.04,4327.468285,1219.780029296875,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-23,81860.0,3682.95,2920.23,4359.04,4688.394043,1214.949951171875,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-24,82500.0,3723.58,2911.47,4359.04,4907.179312,1218.010009765625,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-25,82700.0,3811.47,2990.63,4359.04,5014.292907,1217.550048828125,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-28,81845.0,3766.18,2949.64,4477.96,4921.483141,1224.3800048828125,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-29,81840.0,3773.08,2968.58,4477.96,4880.548734,1223.6600341796875,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-30,82700.0,3765.22,2973.04,4477.96,4826.951412,1209.1300048828125,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-03-31,81840.0,3780.21,2968.49,4477.96,4913.245455,1210.43994140625,7.25,7.04,41.3,514.0,1209.9,23369.0,-22855.0
2022-04-01,81840.0,3807.02,3001.38,4477.96,4912.252206,1214.5,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-04,81820.0,3802.78,2992.08,4496.2,4922.355803,1218.780029296875,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-05,81825.0,3829.2,3007.3,4496.2,4987.304071,1213.9000244140625,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-06,81820.0,3867.33,2999.49,4496.2,5196.150218,1218.75,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-07,81820.0,3880.83,2999.87,4496.2,5259.898652,1217.5999755859375,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-08,81815.0,3839.54,2963.05,4496.2,5208.383487,1222.6600341796875,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-11,81805.0,3878.51,2977.27,4470.74,5348.774468,1228.239990234375,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-12,81800.0,3815.21,2912.71,4470.74,5303.91559,1235.050048828125,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-13,81805.0,3839.2,2887.12,4470.74,5532.166055,1228.5999755859375,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-14,81800.0,3880.81,2924.66,4470.74,5580.968816,1223.1199951171875,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-19,81780.0,3874.18,2922.11,4512.26,5543.145726,1235.3499755859375,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-20,81775.0,3926.17,2953.48,4512.26,5672.697792,1239.5999755859375,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-21,81775.0,3890.18,2907.51,4512.26,5690.577809,1234.0899658203125,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-22,81770.0,3907.03,2916.51,4512.26,5738.402727,1242.489990234375,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-25,81755.0,3890.24,2907.88,4552.85,5674.767291,1243.1600341796875,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-26,81750.0,3830.49,2824.09,4552.85,5740.759487,1249.2099609375,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-27,81750.0,3790.89,2829.49,4552.85,5501.6442,1260.7099609375,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-28,81750.0,3739.78,2777.31,4552.85,5470.240854,1266.280029296875,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-04-29,81745.0,3708.61,2753.04,4552.85,5417.17434,1272.2900390625,3.46,3.36,43.3,765.0,848.2,22673.0,-21908.0
2022-05-03,81720.0,3666.12,2757.62,4514.43,5185.279351,1266.75,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-04,81715.0,3663.18,2685.16,4514.43,5486.712458,1261.06005859375,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-05,81715.0,3732.41,2686.11,4514.43,5855.422888,1251.5,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-06,81715.0,3766.16,2691.74,4514.43,6017.515032,1268.699951171875,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-09,81695.0,3730.24,2649.34,4423.91,6064.488157,1270.1300048828125,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-10,81690.0,3617.2,2542.06,4423.91,5973.240462,1274.8599853515625,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-11,81690.0,3578.33,2504.73,4423.91,5945.903566,1276.550048828125,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-12,81685.0,3599.79,2507.57,4423.91,6058.606374,1278.1500244140625,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-13,81690.0,3586.0,2487.1,4423.91,6089.89314,1290.75,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-16,74670.0,3561.06,2468.52,4425.01,6042.65362,1277.5699462890625,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-17,74665.0,3621.59,2507.25,4425.01,6192.242274,1279.8499755859375,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-18,74660.0,3674.09,2534.51,4425.01,6358.98911,1266.6600341796875,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-19,74660.0,3657.24,2526.09,4425.01,6303.079224,1275.5799560546875,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-20,74665.0,3633.02,2507.06,4425.01,6263.125212,1263.550048828125,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-23,74650.0,3704.85,2578.85,4394.5,6304.324505,1273.2099609375,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-24,74645.0,3732.73,2617.43,4394.5,6256.120108,1258.8199462890625,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-25,74645.0,3647.86,2596.33,4394.5,5861.242555,1260.989990234375,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-26,74645.0,3563.41,2547.13,4394.5,5630.709141,1266.5999755859375,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-27,74645.0,3571.65,2560.89,4394.5,5606.971945,1258.8900146484375,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-30,73630.0,3599.06,2560.93,4361.38,5773.322885,1251.5899658203125,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-05-31,73630.0,3719.8,2626.08,4361.38,6129.413739,1236.1700439453125,3.61,3.5,144.7,3579.0,436.2,8548.0,-4970.0
2022-06-01,73625.0,3763.59,2619.18,4361.38,6426.559059,1241.739990234375,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-06,73605.0,3725.59,2588.67,4375.44,6360.965795,1250.530029296875,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-07,73495.0,3756.87,2642.58,4375.44,6245.557254,1254.47998046875,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-08,72500.0,3687.23,2614.28,4375.44,5984.178885,1254.5799560546875,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-09,72500.0,3707.84,2640.23,4375.44,5966.649337,1256.739990234375,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-10,72500.0,3686.86,2625.54,4375.44,5922.223727,1264.02001953125,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-13,72485.0,3624.17,2587.36,4375.49,5759.733336,1278.280029296875,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-14,72000.0,3533.56,2508.57,4375.49,5648.669381,1291.800048828125,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-15,72000.0,3508.66,2493.84,4375.49,5582.419535,1289.47998046875,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-16,72015.0,3529.77,2493.02,4375.49,5707.610868,1278.1600341796875,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-17,72015.0,3475.56,2443.83,4375.49,5653.622618,1288.1800537109375,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-20,71985.0,3462.04,2411.54,4432.14,5727.577488,1290.5,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-21,71985.0,3422.69,2344.51,4432.14,5862.952726,1292.3800048828125,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-22,71985.0,3454.97,2368.69,4432.14,5921.58653,1291.5999755859375,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-23,71950.0,3395.54,2307.22,4432.14,5911.741142,1297.6800537109375,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-24,71955.0,3381.91,2287.92,4432.14,5941.182128,1299.81005859375,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-27,71940.0,3321.18,2243.96,4349.14,5853.119649,1288.2900390625,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-28,71000.0,3355.68,2271.8,4349.14,5903.356363,1286.199951171875,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-29,70000.0,3408.19,2316.85,4349.14,5963.982791,1292.030029296875,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-06-30,70015.0,3395.3,2315.89,4349.14,5888.563818,1301.72998046875,3.9,3.78,100.1,1374.0,475.6,14921.0,-13546.0
2022-07-01,70015.0,3343.46,2261.7,4349.14,5906.288174,1287.7099609375,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-04,64985.0,3253.57,2196.77,4312.39,5741.029386,1297.8900146484375,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-05,64985.0,3272.97,2199.75,4312.39,5857.915735,1295.6800537109375,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-06,60000.0,3232.63,2157.55,4312.39,5878.48793,1308.6600341796875,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-07,60000.0,3212.94,2135.85,4312.39,5897.222309,1304.8499755859375,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-08,60000.0,3302.36,2196.67,4312.39,6099.488428,1297.6500244140625,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-11,59985.0,3294.66,2190.43,4279.98,6103.835681,1293.7900390625,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-12,59985.0,3275.79,2165.21,4279.98,6156.420952,1310.8599853515625,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-13,59985.0,3235.14,2115.98,4279.98,6236.149244,1305.8299560546875,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-14,59995.0,3200.56,2099.66,4279.98,6096.401659,1304.8499755859375,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-15,60000.0,3153.78,2075.94,4279.98,5924.755921,1316.1800537109375,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-18,50000.0,3034.99,2008.2,4225.2,5576.131771,1318.1199951171875,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-19,50000.0,3052.45,2061.88,4225.2,5288.167654,1318.9100341796875,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-20,50000.0,3100.96,2078.01,4225.2,5517.159469,1305.5,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-21,50010.0,3121.81,2093.77,4225.2,5548.918688,1312.8699951171875,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-22,50015.0,3079.42,2067.69,4225.2,5432.824272,1306.8499755859375,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-25,50000.0,3134.33,2095.8,4133.26,5656.83987,1309.3199462890625,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-26,50000.0,3202.33,2141.05,4133.26,5818.093873,1310.4000244140625,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-27,50000.0,3264.81,2169.01,4133.26,6069.365415,1310.9000244140625,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-28,50010.0,3237.46,2158.62,4133.26,5943.170745,1305.949951171875,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-07-29,50020.0,3299.49,2214.56,4133.26,5979.553338,1295.1500244140625,26.48,25.71,102.0,1443.0,1158.0,22104.0,-20660.0
2022-08-01,50005.0,3313.46,2238.7,4028.35,5943.832176,1302.280029296875,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-02,50005.0,3360.23,2283.36,4028.35,5954.655863,1306.75,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-03,50005.0,3336.78,2260.3,4028.35,5953.93997,1314.6300048828125,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-04,50015.0,3303.19,2235.99,4028.35,5889.383629,1307.3800048828125,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-05,49005.0,3254.59,2205.08,4028.35,5761.667834,1302.0799560546875,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-08,48990.0,3260.63,2247.45,3976.39,5513.21732,1302.739990234375,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-09,48990.0,3243.19,2215.02,3976.39,5616.344014,1299.030029296875,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-10,48990.0,3297.15,2246.05,3976.39,5779.17572,1307.56005859375,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-11,46995.0,3296.86,2231.22,3976.39,5883.373425,1296.699951171875,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-12,47000.0,3345.62,2277.18,3976.39,5898.900718,1306.8299560546875,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-15,46500.0,3339.46,2257.74,4003.34,5986.195214,1301.3800048828125,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-16,46500.0,3289.25,2208.37,4003.34,5985.505629,1313.1800537109375,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-17,49000.0,3319.25,2240.7,4003.34,5962.73954,1311.0,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-18,49010.0,3298.6,2208.02,4003.34,6055.710956,1314.8299560546875,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-19,49015.0,3277.1,2190.83,4003.34,6025.458093,1326.9100341796875,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-22,49005.0,3232.95,2171.69,3954.6,5855.189586,1334.8599853515625,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-23,49005.0,3246.29,2178.75,3954.6,5901.549253,1343.3599853515625,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-24,51500.0,3271.03,2199.97,3954.6,5925.295272,1339.0799560546875,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-25,51520.0,3258.06,2193.45,3954.6,5878.344436,1340.0,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-26,51520.0,3290.98,2217.75,3954.6,5939.119211,1334.43994140625,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-30,51505.0,3333.42,2248.85,3974.6,6009.886802,1345.72998046875,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-08-31,51510.0,3240.24,2175.83,3974.6,5868.030583,1350.18994140625,40.58,39.4,462.9,1325.0,1267.2,20256.0,-18932.0
2022-09-01,51525.0,3208.82,2136.72,3974.6,5930.400683,1342.260009765625,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-02,51520.0,3176.11,2104.37,3974.6,5934.685492,1355.0999755859375,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-05,51510.0,3151.88,2068.68,4042.38,5998.965536,1361.510009765625,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-06,51510.0,3204.6,2090.36,4042.38,6234.558582,1361.81005859375,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-07,51510.0,3205.98,2098.65,4042.38,6176.306955,1378.1099853515625,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-08,51520.0,3175.73,2084.41,4042.38,6054.506684,1374.31005859375,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-09,51520.0,3208.6,2112.36,4042.38,6083.473854,1383.0,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-12,51515.0,3244.45,2148.17,4081.04,6055.869934,1379.06005859375,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-13,51515.0,3260.02,2162.34,4081.04,6062.655946,1375.81005859375,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-14,51515.0,3315.38,2204.65,4081.04,6152.982392,1393.469970703125,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-15,51525.0,3253.95,2139.66,4081.04,6195.875374,1391.1800537109375,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-16,51520.0,3271.93,2149.49,4081.04,6257.87686,1398.6300048828125,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-19,51510.0,3243.75,2130.99,4086.35,6187.199782,1385.22998046875,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-20,51510.0,3248.3,2131.44,4086.35,6220.147844,1390.1099853515625,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-21,51510.0,3253.95,2133.74,4086.35,6245.806042,1392.510009765625,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-22,51520.0,3248.24,2126.5,4086.35,6260.043111,1397.56005859375,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-23,51520.0,3234.91,2119.82,4086.35,6211.017284,1403.6600341796875,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-26,51500.0,3190.14,2073.52,4139.2,6220.480903,1421.81005859375,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-27,51505.0,3161.43,2045.98,4139.2,6222.605936,1429.77001953125,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-28,51510.0,3162.64,2043.07,4139.2,6258.585378,1426.260009765625,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-29,51520.0,3137.44,2021.45,4139.2,6240.459962,1421.949951171875,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-09-30,51520.0,3239.85,2118.16,4139.2,6235.355434,1430.1700439453125,51.48,49.98,101.2,1075.0,596.3,6315.0,-5240.0
2022-10-03,51505.0,3215.84,2097.78,4154.25,6208.381103,1439.22998046875,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-04,51505.0,3156.03,2076.91,4154.25,5908.63024,1433.3399658203125,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-05,51505.0,3190.39,2106.86,4154.25,5932.555512,1416.530029296875,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-06,51520.0,3208.59,2133.71,4154.25,5858.547665,1416.760009765625,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-07,51520.0,3246.78,2166.06,4154.25,5894.602838,1408.449951171875,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-10,51505.0,3209.23,2151.19,4084.81,5757.16972,1415.97998046875,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-11,51505.0,3218.12,2151.28,4084.81,5823.929289,1428.3499755859375,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-12,51505.0,3193.01,2120.2,4084.81,5874.510799,1430.800048828125,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-13,51515.0,3195.52,2112.44,4084.81,5952.778892,1423.9000244140625,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-14,51520.0,3218.28,2145.77,4084.81,5862.272291,1430.300048828125,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-17,51505.0,3201.37,2126.18,4165.12,5852.604018,1440.760009765625,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-18,51505.0,3169.26,2098.54,4165.12,5825.225292,1430.1500244140625,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-19,51505.0,3127.66,2068.71,4165.12,5743.408743,1425.02001953125,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-20,51515.0,3116.09,2053.72,4165.12,5773.365505,1435.010009765625,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-21,51520.0,3130.72,2069.03,4165.12,5762.755152,1430.31005859375,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-24,51505.0,3113.49,2049.26,4182.46,5778.511882,1428.1099853515625,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-25,51505.0,3132.77,2066.87,4182.46,5785.763636,1443.9599609375,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-26,51505.0,3093.41,2042.72,4182.46,5676.566564,1426.9300537109375,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-27,51515.0,3126.28,2086.75,4182.46,5579.006299,1412.68994140625,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-28,51520.0,3118.26,2082.53,4182.46,5551.807949,1420.6500244140625,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-10-31,51505.0,3075.86,2038.84,4213.22,5556.418316,1421.6500244140625,37.63,36.53,88.7,952.0,676.6,8971.0,-8019.0
2022-11-01,51505.0,3005.04,1996.54,4213.22,5355.269447,1424.6700439453125,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-02,51505.0,3049.66,2035.75,4213.22,5385.460923,1416.5999755859375,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-03,51515.0,3060.93,2039.78,4213.22,5438.140577,1423.0999755859375,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-04,51520.0,3030.91,2022.13,4213.22,5352.222104,1423.6500244140625,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-07,51505.0,3114.09,2100.23,4249.52,5362.18965,1402.1099853515625,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-08,51505.0,3108.25,2110.27,4249.52,5250.017981,1392.699951171875,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-09,51520.0,3107.19,2130.61,4249.52,5100.163178,1374.1500244140625,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-10,51515.0,3106.52,2157.51,4249.52,4915.094828,1370.550048828125,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-11,51520.0,3062.25,2134.29,4249.52,4775.931954,1349.3699951171875,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-14,51505.0,3189.2,2239.09,4332.17,4903.388014,1313.030029296875,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-15,51500.0,3228.59,2257.29,4332.17,5040.619489,1324.0799560546875,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-16,51500.0,3288.9,2284.21,4332.17,5257.807208,1316.260009765625,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-17,51510.0,3262.56,2278.7,4332.17,5121.034858,1336.4300537109375,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-18,51515.0,3223.23,2233.25,4332.17,5155.100098,1342.75,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-21,51495.0,3258.6,2239.17,4334.11,5348.247461,1339.030029296875,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-22,51500.0,3242.51,2206.68,4334.11,5457.781347,1359.75,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-23,51495.0,3268.47,2226.46,4334.11,5498.719295,1352.68994140625,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-24,51500.0,3249.39,2206.61,4334.11,5504.906768,1336.81005859375,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-25,51505.0,3268.84,2220.52,4334.11,5543.432061,1317.8900146484375,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-28,51490.0,3280.56,2227.52,4287.98,5593.285606,1334.56005859375,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-29,51495.0,3300.86,2220.18,4287.98,5787.505961,1340.1199951171875,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-11-30,51500.0,3356.37,2254.87,4287.98,5933.405705,1325.3699951171875,38.54,37.41,70.7,653.0,1408.0,16689.0,-16037.0
2022-12-01,51505.0,3394.59,2280.6,4287.98,6019.997315,1279.800048828125,45.02,43.71,81.9,1455.0,1183.8,11777.0,-10322.0
2022-12-02,51505.0,3382.56,2301.48,4287.98,5776.565833,1303.25,45.02,43.71,81.9,1455.0,1183.8,11777.0,-10322.0
2022-12-05,51490.0,3413.85,2323.07,4283.38,5844.922969,1299.1700439453125,45.02,43.71,81.9,1455.0,1183.8,11777.0,-10322.0
