기준일,기준가격,광물종합지수,메이저금속지수,환율,시장전망지표,무역수지,수출 중량,수출 금액,수입 중량,수입 금액,수급안정화지수
2023-11-14,17005,2766.731055,2307.451024,1319.069946,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-15,17155,2758.011441,2303.646059,1304.23999,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-16,16960,2791.661042,2337.750922,1301.859985,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-17,16780,2768.867253,2314.224494,1292.449951,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-20,16635,2759.345162,2310.998702,1294.5,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-21,16560,2761.528827,2323.044902,1288.150024,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-22,16430,2780.073182,2339.187028,1295.189941,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-23,16280,2783.792925,2333.242241,1298.790039,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-24,15935,2783.174153,2325.181846,1300.180054,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-27,15885,2764.079897,2318.301256,1289.790039,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-28,16455,2767.289276,2312.496704,1302.530029,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-29,16660,2756.117685,2300.655338,1287.530029,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-11-30,16335,2761.453183,2310.425343,1288.359985,43.41,-37117,112.2,10,413335.2,37126,41.74
2023-12-01,16655,2765.751603,2295.324215,1296.660034,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-04,16350,2767.275499,2311.007488,1299.189941,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-05,16060,2761.148848,2305.8166,1307.800049,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-06,16250,2723.894954,2272.332027,1313.369995,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-07,16000,2736.777707,2247.979342,1313.719971,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-08,16605,2764.364858,2248.083203,1312.76001,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-11,16305,2777.133237,2276.692058,1316.51001,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-12,16265,2752.420613,2255.189919,1313.619995,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-13,16100,2736.045723,2269.409744,1310.140015,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-14,16500,2721.03497,2251.612745,1292.01001,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-15,16740,2748.259031,2295.498455,1291.920044,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-18,16650,2753.805599,2314.820866,1276.469971,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-19,16460,2736.46599,2304.251091,1302.930054,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-20,16355,2733.279731,2303.234948,1297.76001,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-21,16670,2730.316414,2306.227032,1296.97998,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-22,16360,2748.544972,2313.112814,1291.709961,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-27,16355,2779.34829,2348.711652,1293.920044,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-28,16405,2786.636398,2367.184881,1294.76001,49.29,-23753,113.2,183,282827,23937,47.4
2023-12-29,16300,2783.292533,2374.529395,1277.839966,49.29,-23753,113.2,183,282827,23937,47.4
2024-01-02,16600,2764.540285,2372.827083,1293.540039,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-03,16210,2745.408555,2380.192317,1307.619995,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-04,16025,2740.146329,2362.412549,1309.530029,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-05,15705,2737.09235,2351.549994,1311.25,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-08,15930,2722.963113,2333.894711,1313.130005,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-09,16150,2707.366506,2324.354853,1311.800049,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-10,15980,2720.543008,2324.002459,1319.790039,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-11,16250,2700.611849,2313.631901,1317.5,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-12,16075,2686.51442,2318.077278,1311.98999,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-15,16200,2678.482707,2299.692182,1312.849976,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-16,15880,2664.303116,2284.879765,1319.709961,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-17,15765,2662.956261,2279.371651,1337.790039,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-18,15870,2653.413348,2269.358255,1344.050049,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-19,15935,2640.78352,2256.151126,1337.660034,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-22,15785,2633.089378,2274.942324,1333.209961,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-23,16010,2638.296158,2270.971066,1338.73999,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-24,16240,2660.263337,2301.107033,1336.780029,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-25,16360,2689.174574,2345.465762,1329.890015,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-26,16535,2685.2757,2356.113426,1336.030029,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-29,16285,2687.586818,2357.640313,1336.76001,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-30,16150,2681.551006,2360.469143,1333.209961,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-01-31,16070,2700.055399,2359.615072,1326.619995,50.06,-25120,43.6,2,303020.8,25122,48.14
2024-02-01,15985,2679.772545,2353.721209,1333.910034,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-02,16125,2658.572246,2330.709563,1328.949951,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-05,15805,2659.472534,2317.824413,1337.72998,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-06,15620,2657.825339,2295.332895,1333.390015,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-07,15680,2640.832756,2282.418817,1326.790039,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-08,15755,2652.248763,2289.658588,1327.619995,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-09,15725,2665.566962,2296.133351,1331.469971,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-12,15755,2652.595001,2271.377167,1330.060059,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-13,15950,2647.480574,2272.484136,1328.5,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-14,16115,2656.494156,2284.542609,1340.790039,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-15,16240,2650.021772,2278.897937,1326,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-16,16090,2659.373194,2289.659616,1327.660034,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-19,16175,2665.137114,2302.25733,1331.579956,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-20,16135,2652.14169,2302.443238,1333.339966,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-21,16505,2631.804825,2271.778438,1333.75,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-22,16985,2662.788114,2292.283518,1332.869995,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-23,17180,2662.715246,2280.690183,1327.170044,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-26,16985,2662.420204,2279.978976,1330,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-27,17075,2652.234882,2260.51441,1331.719971,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-28,17140,2667.057747,2273.024516,1331.790039,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-02-29,17435,2673.865238,2275.258623,1333.380005,53.19,-4450,93.5,4,55022.1,4454,52.14
2024-03-01,17175,2675.734502,2269.432525,1335.199951,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-04,17575,2706.026581,2273.132455,1330.900024,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-05,17600,2713.44541,2268.919974,1328.939941,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-06,17475,2723.659528,2278.473987,1333.430054,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-07,17660,2710.66811,2276.471724,1327.089966,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-08,17845,2730.124951,2308.593402,1321.180054,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-11,17910,2736.565857,2305.681061,1315.97998,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-12,18135,2705.946468,2283.749673,1310.540039,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-13,18165,2694.105471,2280.28451,1311.150024,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-14,17755,2698.981761,2290.77363,1313.650024,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-15,18000,2678.959906,2278.583863,1321.920044,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-18,17680,2683.09286,2280.689771,1329.339966,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-19,17500,2670.745673,2275.544835,1336.089966,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-20,17300,2664.205554,2274.04829,1337.02002,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-21,17430,2672.944691,2280.098734,1330.109985,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-22,17160,2686.744137,2303.411489,1334.680054,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-25,16865,2679.093918,2285.979958,1343.599976,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-26,16565,2692.130366,2292.863394,1339.130005,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-27,16330,2691.124157,2284.668639,1343.060059,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-03-28,16530,2669.820619,2247.71436,1349.800049,52.24,-13767,44.8,3,175426.6,13770,51.21
2024-04-02,17000,2629.592634,2214.499564,1355.530029,44.88,-19126,102.3,76,247605,19202,44
2024-04-03,16870,2674.831583,2268.545497,1350.72998,44.88,-19126,102.3,76,247605,19202,44
2024-04-04,17230,2671.349708,2271.656369,1344.839966,44.88,-19126,102.3,76,247605,19202,44
2024-04-05,17475,2703.310406,2325.865295,1351.359985,44.88,-19126,102.3,76,247605,19202,44
2024-04-08,17700,2707.200462,2325.958331,1350.27002,44.88,-19126,102.3,76,247605,19202,44
2024-04-09,17780,2721.629125,2350.088922,1354.219971,44.88,-19126,102.3,76,247605,19202,44
2024-04-10,18585,2743.248054,2373.275938,1348.540039,44.88,-19126,102.3,76,247605,19202,44
2024-04-11,17715,2772.734806,2409.789919,1363.76001,44.88,-19126,102.3,76,247605,19202,44
2024-04-12,17780,2764.242287,2387.587708,1367.839966,44.88,-19126,102.3,76,247605,19202,44
2024-04-15,17855,2809.298354,2424.896731,1379.609985,44.88,-19126,102.3,76,247605,19202,44
2024-04-16,17625,2841.79547,2448.589364,1387.670044,44.88,-19126,102.3,76,247605,19202,44
2024-04-17,17870,2833.678033,2436.203748,1387.339966,44.88,-19126,102.3,76,247605,19202,44
2024-04-18,18210,2875.646299,2472.676215,1379.540039,44.88,-19126,102.3,76,247605,19202,44
2024-04-19,19045,2922.887728,2518.53072,1379.400024,44.88,-19126,102.3,76,247605,19202,44
2024-04-22,19015,2946.20973,2545.261292,1373.930054,44.88,-19126,102.3,76,247605,19202,44
2024-04-23,18785,2929.47753,2546.980112,1378.839966,44.88,-19126,102.3,76,247605,19202,44
2024-04-24,18985,2886.010511,2500.91566,1370.47998,44.88,-19126,102.3,76,247605,19202,44
2024-04-25,18855,2895.915528,2521.507684,1376.969971,44.88,-19126,102.3,76,247605,19202,44
2024-04-26,19180,2917.287957,2545.055457,1371.699951,44.88,-19126,102.3,76,247605,19202,44
2024-04-29,19115,2909.741785,2543.688728,1377.089966,44.88,-19126,102.3,76,247605,19202,44
2024-04-30,18975,2916.819251,2538.732701,1374.640015,44.88,-19126,102.3,76,247605,19202,44
2024-05-01,18620,2930.833487,2544.009413,1385.459961,36.4,,,,,,36.4
2024-05-02,18405,2933.135445,2521.873211,1375,36.4,,,,,,36.4
2024-05-03,18760,2919.680117,2499.855583,1364.640015,36.4,,,,,,36.4
2024-05-07,18755,2926.744285,2523.819063,1352.170044,36.4,,,,,,36.4
2024-05-08,18510,2947.205125,2537.666192,1357.72998,36.4,,,,,,36.4
2024-05-09,18625,2918.406309,2510.788123,1361.939941,36.4,,,,,,36.4
2024-05-10,18725,2898.537472,2504.498759,1365.400024,36.4,,,,,,36.4
2024-05-13,18910,2916.080354,2528.666748,1370.109985,36.4,,,,,,36.4
2024-05-14,18940,2904.495116,2537.347341,1363.790039,36.4,,,,,,36.4
2024-05-15,19050,2883.468771,2535.81845,1362.550049,36.4,,,,,,36.4
2024-05-16,19335,2908.732163,2555.724912,1353.599976,36.4,,,,,,36.4
2024-05-17,20735,2923.022685,2575.030928,1346.040039,36.4,,,,,,36.4
2024-05-20,21270,2962.905545,2604.892772,1353.390015,36.4,,,,,,36.4
